时间,位置,设备情况,系统异常比例,设备响应超时比例,4G离线比例,4G离线(心跳周期内)比例,系统异常(阿里云返回异常)比例,4G和设备正常|待用比例,4G和设备正常|正在使用比例,4G和设备正常|设备离线比例,4G和设备正常|设备故障比例, 设备返回异常命令字比例

